id,client,method,path,frontend_source,consumer_import_evidence,enablement,go_router_source,java_controller_source,status,status_basis,auth_tenant,request_encoding,required_types,arrays,dates_timezone,pagination,money,null_missing_zero,enums_ids,http_business_code,side_effects,tests,acceptance
T01-047,uniapp,GET,/app-api/trade/after-sale-log/list,sheep/api/trade/afterSale.js:46,pages/order/aftersale/apply.vue;pages/order/aftersale/detail.vue;pages/order/aftersale/list.vue;pages/order/aftersale/log.vue;pages/order/aftersale/return-delivery.vue,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/aftersale/AppAfterSaleLogController.java:33,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppAfterSaleLogRespVO>> getAfterSaleLogList( @RequestParam(""afterSaleId"") Long afterSaleId); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-048,uniapp,PUT,/app-api/trade/after-sale/delivery,sheep/api/trade/afterSale.js:56,pages/order/aftersale/apply.vue;pages/order/aftersale/detail.vue;pages/order/aftersale/list.vue;pages/order/aftersale/log.vue;pages/order/aftersale/return-delivery.vue,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/aftersale/AppAfterSaleController.java:56,未实现,Method mismatch; Go registers POST,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> deliveryAfterSale(@Valid @RequestBody AppAfterSaleDeliveryReqVO deliveryReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-049,uniapp,GET,/app-api/trade/delivery/express/list,sheep/api/trade/delivery.js:7,pages/order/aftersale/return-delivery.vue;pages/order/detail.vue;pages/user/goods_details_store/index.vue,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/delivery/AppDeliverExpressController.java:32,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<List<AppDeliveryExpressRespVO>> getDeliveryExpressList(); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-050,uniapp,GET,/app-api/trade/delivery/pick-up-store/list,sheep/api/trade/delivery.js:14,pages/order/aftersale/return-delivery.vue;pages/order/detail.vue;pages/user/goods_details_store/index.vue,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/delivery/AppDeliverPickUpStoreController.java:34,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppDeliveryPickUpStoreRespVO>> getDeliveryPickUpStoreList( @RequestParam(value = ""latitude"", required = false) Double latitude, @RequestParam(value = ""longitude"", required = false) Double longitude); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-051,uniapp,GET,/app-api/trade/delivery/pick-up-store/get,sheep/api/trade/delivery.js:22,pages/order/aftersale/return-delivery.vue;pages/order/detail.vue;pages/user/goods_details_store/index.vue,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/delivery/AppDeliverPickUpStoreController.java:49,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<AppDeliveryPickUpStoreRespVO> getOrder(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-052,uniapp,GET,/app-api/trade/config/get,sheep/api/trade/config.js:7,pages/commission/withdraw.vue;pages/order/aftersale/apply.vue;pages/order/confirm.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:233,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/app/config/AppTradeConfigController.java:38,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<AppTradeConfigRespVO> getTradeConfig(); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-053,uniapp,GET,/app-api/pay/order/get,sheep/api/pay/order.js:11,pages/order/detail.vue;pages/pay/index.vue;pages/pay/result.vue;sheep/platform/pay.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:373,yudao-module-pay/src/main/java/cn/iocoder/yudao/module/pay/controller/app/order/AppPayOrderController.java:47,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<PayOrderRespVO> getOrder(@RequestParam(value = ""id"", required = false) Long id, @RequestParam(value = ""no"", required = false) String no, @RequestParam(value = ""sync"", required = false) Boolean sync); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-054,uniapp,POST,/app-api/pay/order/submit,sheep/api/pay/order.js:19,pages/order/detail.vue;pages/pay/index.vue;pages/pay/result.vue;sheep/platform/pay.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:374,yudao-module-pay/src/main/java/cn/iocoder/yudao/module/pay/controller/app/order/AppPayOrderController.java:82,部分对齐,Static gap: wx JSAPI DisplayContent bare PrepayId; fixed client JSON.parse requires signed object; frontend negative test reproduces consumer rejection,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<AppPayOrderSubmitRespVO> submitPayOrder(@RequestBody AppPayOrderSubmitReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-055,uniapp,GET,/app-api/pay/channel/get-enable-code-list,sheep/api/pay/channel.js:7,pages/pay/index.vue,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:401,yudao-module-pay/src/main/java/cn/iocoder/yudao/module/pay/controller/app/channel/AppPayChannelController.java:31,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Set<String>> getEnableChannelCodeList(@RequestParam(""appId"") Long appId); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-056,uniapp,GET,/app-api/infra/file/presigned-url,sheep/api/infra/file.js:48,pages/chat/index.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-uploader/choose-and-upload-file.js,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/controller/app/file/AppFileController.java:46,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<FilePresignedUrlRespVO> getFilePresignedUrl( @RequestParam(""name"") String name, @RequestParam(value = ""directory"", required = false) String directory); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-057,uniapp,POST,/app-api/infra/file/create,sheep/api/infra/file.js:60,pages/chat/index.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-uploader/choose-and-upload-file.js,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/controller/app/file/AppFileController.java:58,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Long> createFile(@Valid @RequestBody FileCreateReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-058,uniapp,POST,/app-api/infra/file/upload,sheep/api/infra/file.js:12,pages/chat/index.vue;sheep/components/s-auth-modal/components/mp-authorization.vue;sheep/components/s-uploader/choose-and-upload-file.js,candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/controller/app/file/AppFileController.java:35,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,multipart file + directory,public CommonResult<String> uploadFile(@Valid AppFileUploadReqVO uploadReqVO) throws Exception; VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-059,uniapp,GET,/app-api/system/tenant/get-by-website,sheep/api/infra/tenant.js:10,sheep/store/app.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:20,yudao-module-system/src/main/java/cn/iocoder/yudao/module/system/controller/app/tenant/AppTenantController.java:34,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<AppTenantRespVO> getTenantByWebsite( @RequestParam(""website"") @Pattern(regexp = ""^[a-zA-Z0-9.-]+(:\\d; VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-060,uniapp,GET,/app-api/promotion/coupon-template/list-by-ids,sheep/api/promotion/coupon.js:7,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:257,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponTemplateController.java:94,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.OptionalAuth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppCouponTemplateRespVO>> getCouponTemplateList( @RequestParam(value = ""ids"", required = false) Set<Long> ids); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-061,uniapp,GET,/app-api/promotion/coupon-template/list,sheep/api/promotion/coupon.js:19,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:256,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponTemplateController.java:67,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.OptionalAuth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AppCouponTemplateRespVO>> getCouponTemplateList( @RequestParam(value = ""spuId"", required = false) Long spuId, @RequestParam(value = ""productScope"", required = false) Integer productScope, @RequestParam(value = ""count"", required = false, defaultValue = ""10"") Integer count); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-062,uniapp,GET,/app-api/promotion/coupon-template/page,sheep/api/promotion/coupon.js:27,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:258,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponTemplateController.java:109,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.OptionalAuth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<AppCouponTemplateRespVO>> getCouponTemplatePage(AppCouponTemplatePageReqVO pageReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-063,uniapp,GET,/app-api/promotion/coupon-template/get,sheep/api/promotion/coupon.js:35,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:255,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponTemplateController.java:52,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.OptionalAuth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<AppCouponTemplateRespVO> getCouponTemplate(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-064,uniapp,GET,/app-api/promotion/coupon/page,sheep/api/promotion/coupon.js:43,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:244,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponController.java:58,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<AppCouponRespVO>> getCouponPage(AppCouponPageReqVO pageReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-065,uniapp,POST,/app-api/promotion/coupon/take,sheep/api/promotion/coupon.js:51,pages/coupon/detail.vue;pages/coupon/list.vue;pages/goods/index.vue;sheep/components/s-coupon-block/s-coupon-block.vue;sheep/store/user.js,candidate first-phase; runtime menus/config unverified,internal/api/router/app.go:243,yudao-module-mall/yudao-module-promotion/src/main/java/cn/iocoder/yudao/module/promotion/controller/app/coupon/AppCouponController.java:40,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> takeCoupon(@Valid @RequestBody AppCouponTakeReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
